"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","팩스번호","웹사이트","운영시간","운영요일","휴무일","교통정보","태그","장애인편의시설"
"49251","ko","종로5가역 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage9/KOP7kj5yn?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP7kj5yn"," 서울 종로구 종로5가 82-1 ","03195 서울 종로구 종로 지하 216 (종로5가, 1호선 종로5가역) ","","","","","","","","종로5가역 물품보관소",""
"5797","ko","종이나라박물관","https://korean.visitseoul.net/attractions/종이나라박물관/KOP005796?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005796","100-391 서울 중구 장충동1가 62-35 62-35","04606 서울 중구 장충단로 166 (장충동1가, 종이나라빌딩) ","02-2279-7901","","https://cafe.naver.com/papermuseum","09:30~18:00 (관람시간 종료 30분 전까지 입장 가능)","월요일~토요일","-일요일 -공휴일","지하철 3호선 동대입구 3번 출구,  55m","종이공예,종이나라박물관,종이인형,한지,종이접기,색지공예,한지그림,전통,미술,박물관,동대입구역",""
"41904","ko","중랑망우공간","https://korean.visitseoul.net/attractions/중랑망우공간/KOP041904?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP041904"," 서울 중랑구 망우동 산 57-1 ","02178 서울 중랑구 망우로91길 2 (망우동, 중랑 망우공간) ","02-496-8974~6","","https://manguripark.or.kr/","월요일~금요일 09:00-18:00","","","지하철 경의중앙선 양원역 2번 출구,  1.5km"," 망우리공원,중랑망우, 망우역사문화공원,중랑망우공간","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"45529","ko","중앙고등학교","https://korean.visitseoul.net/attractions/ChoongAngHighSchool/KOPgcblme?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPgcblme"," 서울 종로구 계동 1 ","03051 서울 종로구 창덕궁길 164 (계동, 중앙고등학교) ","02-742-1321","","","","","","지하철 3호선 안국역 3번 출구,  713m","겨울연가, 종로,역사,중앙고등학교",""
"45534","ko","중앙상회","https://korean.visitseoul.net/attractions/ChoongAngStore/KOPl7gype?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPl7gype"," 서울 종로구 계동 2-105 ","03051 서울 종로구 창덕궁길 162 (계동) ","","","","","","","지하철 3호선 안국역 3번 출구,  715m"," 종로,한류,중앙상회",""
"13755","ko","지대방","https://korean.visitseoul.net/attractions/지대방/KOP013751?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP013751"," 서울 종로구 관훈동 196-6 ","03149 서울 종로구 인사동길 33 2층 ","02-738-5379","","","월요일~토요일 10:30~22:30 일요일 11:00~22:00","매일","없음","지하철 1/3/5호선 종로3가역 5번 출구, 351m ","쌈지길,카페,전통찻집,오래가게,전통차,인사동,종로",""
"50364","ko","지역관광 안테나숍(Seoul Regional Tourism Center)","https://korean.visitseoul.net/attractions/Seoul-Regional-Tourism-Center/KOPh83fpt?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPh83fpt"," 서울 중구 태평로1가 60-6 ","04519 서울 중구 세종대로 119 (태평로1가) ","02-720-0633 ","","https://www.instagram.com/antennashop_seoul","10:00-18:00","화요일-일요일","월요일","지하철 1호선/2호선 시청역 3번출구, 80m","안테나숍,seoul regional tourism center,로컬여행,지역여행,지역관광안테나숍","장애인화장실,접근가능,엘리베이터"
"6252","ko","진관사","https://korean.visitseoul.net/attractions/진관사/KOP006251?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006251"," 서울특별시 은평구 진관동 354","03308 서울특별시 은평구 진관길 73 (진관동) ","02-359-8410","","http://www.jinkwansa.org","","","","지하철 3호선 구파발역 3번출구에서 7211,7723 버스 탑승하여 하나고 정류장 하차,  853m  지하철 3/6호선 연신내역 3번 출구에서 701, 7211 버스 탑승하여 하나고 정류장 하차,  853m ","종교,진관사, 구파발역,불교, 템플스테이, 절,사찰,고려",""
"6218","ko","진아춘 광화문점","https://korean.visitseoul.net/attractions/중화/KOP006215?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006215","110-999 서울 종로구 신문로1가 163 ","03186 서울 종로구 새문안로 92 (신문로1가, 광화문오피시아) ","02-720-0688","","","월요일~금요일 11:00~14:30 / 17:00~21:20 토요일 11:00~14:30 / 17:00~20:00","","일요일, 명절 휴무","지하철 5호선 광화문역 6번 출구,  192m","3대맛집,진아춘,광화문역,중화,중식,중국요리,중식맛집,광화문맛집,라풍기,동파육",""
"3333","ko","짚풀생활사박물관","https://korean.visitseoul.net/attractions/짚풀생활사박물관/KOP003332?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003332","110-522 서울 종로구 명륜2가 8-4 ","03075 서울 종로구 성균관로4길 45 (명륜2가) ","02-743-8787","","http://jipul.com/","10:00 ~ 17:00","화요일~토요일","일요일~월요일, 1월 1일, 설날, 추석연휴","지하철 4호선 혜화역 4번 출구,  315m"," 박물관, 민속자료,짚풀, 유물, 공예체험,대학로, 역사,혜화역, 명륜동, 한옥, 동대문,짚풀생활사박물관",""
"2010","ko","안동교회 소허당","https://korean.visitseoul.net/attractions/안동교회-소허당/KOP002010?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002010","110-240 서울 종로구 안국동 27 27번지","03061 서울 종로구 윤보선길 57 (안동교회) ","02-733-3395","","http://www.andong-ch.org","* 예배 종류에 따라 예배 시간이 상이하므로 홈페이지 확인 바람","","","지하철 3호선 안국역 1번 출구,  305m","소허당, 북촌교회, 선교사,한옥, 안국역,안동교회, 북촌,광화문",""
"19540","ko","위안부 '기억의 터'","https://korean.visitseoul.net/attractions/위안부-기억의-터/KOP019540?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP019540","100-250 서울 중구 예장동 2-1 ","04628 서울 중구 퇴계로26가길 6 (예장동) 서울종합방재센터","","","","","","","지하철 4호선 명동역 1번 출구,  511m"," 기림비,추모공원, 위안부, 교육, 기억의터, 명동, 남산,명동역, 역사, 충무로역",""
"889","ko","정동길","https://korean.visitseoul.net/attractions/정동길/KOP000889?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000889","100-151 서울 중구 충정로1가 51-11 ","04516 서울 중구 정동길 2 (충정로1가) ","","","","","","","지하철 1/2호선 시청역 12번 출구,  580m 지하철 5호선 서대문역 5번 출구,  581m","정동길,서울단풍구경,서울골목여행,서울문화거리,서울산책,덕수궁돌담길,정동길야경,덕수궁길,주말산책,정동길단풀,서울걷기좋은곳",""
"49280","ko","종로3가역 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage10/KOPxboc7z?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPxboc7z"," 서울 종로구 종로3가 10-5 ","03139 서울 종로구 종로 지하 129 (종로3가, 1호선 종로3가역) ","","","","","","","","종로3가역 물품보관소",""
"297","ko","창경궁","https://korean.visitseoul.net/attractions/창경궁/KOP000297?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000297","110-360 서울 종로구 와룡동 2-1 ","03072 서울 종로구 창경궁로 185 (와룡동, 창경궁) ","02-762-4868","","http://cgg.cha.go.kr/agapp/public/html/HtmlPage.do?pg=/cgg/06/greeting_01.jsp&pageNo=74000000&siteCd=CGG","09:00 ~ 21:00 (입장마감 20:00)","화요일~일요일","월요일","지하철 4호선 혜화역 4번 출구,  779m","한국전통문화,한국궁궐,전통,서울볼거리,궁궐야행,서울여행코스,서울가볼만한곳,서울밤산책,서울궁궐,서울야간데이트,서울야경,창경궁,서울데이트코스,한국역사적명소","장애인화장실,장애인 전용 주차장,장애인 안내(휠체어 대여 및 기타)"
"37176","ko","창경궁 대온실 ","https://korean.visitseoul.net/attractions/창경궁-대온실/KOP037176?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037176"," 서울 종로구 와룡동 2-1 ","03072 서울 종로구 창경궁로 185 (와룡동, 창경궁) ","02-762-9515","","http://cgg.cha.go.kr/agapp/main/index.do?siteCd=CGG","09:00 ~ 20:45","화요일~일요일 ","월요일","지하철 4호선 혜화역 4번 출구,  779m","서울가볼만한곳,창경궁대온실,창경궁데이트,창경궁포토존,창경궁","장애인 안내(휠체어 대여 및 기타)"
"295","ko","창덕궁","https://korean.visitseoul.net/attractions/창덕궁/KOP000295?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000295","110-360 서울 종로구 와룡동 2-71 ","03072 서울 종로구 율곡로 99 (와룡동, 창덕궁) ","02-3668-2300","","https://royal.khs.go.kr/ROYAL/contents/menuInfo-gbg.do?grpCode=cdg","2-5월	09:00 ~ 18:00(입장마감은 17:00) 6-8월	09:00 ~ 18:30(입장마감은 17:30) 9-10월	09:00 ~ 18:00(입장마감은 17:00) 11-1월	09:00 ~ 17:30(입장마감은 16:30)","화요일~일요일","월요일 ","지하철 3호선 안국역 3번 출구,  389m ","서울데이트코스,한국여행코스,서울,서울명소,창덕궁,서울한복투어,서울가볼만한곳,한국전통,서울여행코스,한국문화,서울필수여행지,세계유산,고궁투어","장애인화장실,장애인 전용 주차장,장애인 안내(휠체어 대여 및 기타)"
"2435","ko","연세대학교 스팀슨관&언더우드관&아펜젤러관","https://korean.visitseoul.net/attractions/연세대학교-스팀슨관언더우드관아펜젤러관/KOP002435?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002435","120-140 서울 서대문구 신촌동 134","03722 서울특별시 서대문구 연세로 50 (신촌동) ","1599-1885","","","월요일~토요일 오전 9:00~5:00 연세대학교 캠퍼스 개방일 학교 내부 사정에 따라 이용 시간 및 이용 여하에 차이가 있음 ","","","지하철 2호선 신촌역 2번 출구,  1.2km"," 홍대,연세대학교, 스팀슨, 아펜젤러, 유적지,신촌캠퍼스,신촌역, 언더우드, 배재학당","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터"
"5000","ko","청원산방","https://korean.visitseoul.net/attractions/청원산방/KOP004996?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004996"," 서울 종로구 계동 79-12 79-12","03056 서울 종로구 북촌로6길 27 (계동) ","02-715-3342","","http://www.somokjang.com/","토 10:00~17:00 (예약제로 진행) ","예약제 ","예약제 ","지하철 3호선 안국역 3번 출구,  430m"," 소목장, 공예체험,오래가게, 북촌한옥마을, 공예, 창호, 전통",""
"4537","ko","청진옥 ","https://korean.visitseoul.net/attractions/청진옥/KOP004537?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004537"," 서울 종로구 청진동 183-1 ","03156 서울 종로구 종로3길 32 (청진동, 청진빌딩) 1층","02-735-1690","","http://www.cheongjinok.com/","06:00~22:00","월요일~일요일","연중무휴","지하철 1호선 종각역 1번 출구,  397m  지하철 5호선 광화문역 3번 출구,  294m","청진옥,종로맛집,르메이에르,해장맛집,한식당,선지해장국,해장국,한식맛집,수요미식회,국밥맛집,국밥집",""
"27112","ko","초대길","https://korean.visitseoul.net/attractions/초대길/KOP027112?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027112"," 서울 강북구 수유동 산 73-23 ","01013 서울 강북구 4.19로 114 (수유동) 근현대사기념관 (출발)","02-901-6114","","","","","","지하철 4호선 수유(강북구청)역 4번 출구,  수유역정류장  (마을) 강북 01번 승차 ? 신성빌라 정류장 하차,  근현대사기념관 도착"," 신익희, 초대길, 근현대사기념관, 수유역, 이준열사, 순례길,역사,둘레길, 트레킹,순국선열묘역",""
"6465","ko","초전섬유퀼트박물관","https://korean.visitseoul.net/attractions/초전섬유퀼트박물관/KOP006463?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006463","100-041 서울 중구 남산동1가 20 20 제일문화원 1층","04630 서울 중구 퇴계로18길 66 (제일빌딩) ","02-753-4074/4075","","","10:00~17:00 (폐관 30분 전까지 입장가능) ","월요일~금요일","토요일~일요일, 공휴일","지하철 4호선 명동역 3번 출구,  324m","박물관,예술,명동,전통자수,바느질,전통,섬유박물관,궁중의상,초전섬유퀼트박물관,남산,명동역,전시",""
"42352","ko","최만린미술관","https://korean.visitseoul.net/attractions/최만린미술관/KOP042352?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042352"," 서울 성북구 정릉동 716-16 ","02708 서울 성북구 솔샘로7길 23 (정릉동) ","02-6952-5016","","https://sma.sbculture.or.kr/cml","화~토요일 10:00 ~ 18:00 전시준비로 휴관 : 기간(7.1. ~ 9. 3.)","","매주 일, 월요일 휴관","지하철 우이신설  북한산보국문역 2번 출구,  438m","최만린미술관",""
"39708","ko","춘당지","https://korean.visitseoul.net/attractions/춘당지/KOP039629?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP039629"," 서울 종로구 와룡동 2-1 ","03072 서울 종로구 창경궁로 185 (와룡동, 창경궁) "," 02-762-4868 ","","http://cgg.cha.go.kr/agapp/public/html/HtmlPage.do?pg=/cgg/01/virtual_01.jsp&pageNo=79010000&siteCd=CGG","09:00 ~ 20:00 (매표 및 입장시간) 09:00 ~ 21:00 (관람시간)","화요일~일요일","매주 월요일 (휴무일이 공휴일일 경우 익일 휴무)","지하철 4호선 혜화역 4번 출구,  994m","가을단풍,단풍명소,서울가을데이트명소,서울놀거리,춘당지,아름다운서울의명소,창경궁춘당지,산책하기좋은곳",""
"2637","ko","춘원당 한의약박물관","https://korean.visitseoul.net/attractions/춘원당-한방박물관/KOP002637?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002637","110-320 서울 종로구 낙원동 154 ","03139 서울 종로구 돈화문로9길 27 (춘원당한방박물관) ","02-3672-2005","","http://cwdmuseum.com/","월요일~금요일 09:00~18:00 (휴게시간 12:30~13:30) 토요일 09:00~13:00","월요일~토요일","일요, 법정공휴일 ","지하철 1/3/5호선 종로3가역 5번 출구,  186m"," 한방, 박물관,한방병원, 춘원당, 한방박물관,광화문,전시, 춘원당한방박물관,종로3가역,탕제실",""
"49309","ko","충무로역 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage16/KOP593skb?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP593skb"," 서울 중구 필동2가 4-7 ","04625 서울 중구 퇴계로 198 (필동2가) ","","","","","","","","물품보관소",""
"49324","ko","요요 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage18/KOPav7wzt?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPav7wzt"," 서울 중구 남대문로2가 9-9 ","04532 서울 중구 소공로 지하 102 (남대문로2가, 소공지하쇼핑센터) ","","","","","","","서울시 중구 소공로 102 소공지하쇼핑센터 (B1) 100호","요요 물품보관소",""
"43473","ko","잉꼬네떡볶이","https://korean.visitseoul.net/attractions/2023112/KOPnownn2?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPnownn2","  ","02060 서울 중랑구 용마산로120길 43 ","02-2207-3603","","","평일 11:30~18:00 토,일요일 10:30~17:00 ","","화요일","지하철 경의중앙선 양원역 2번 출구,  815m","오래가게,매콤함,망우동,중랑,가성비,떡볶이,분식",""
"50910","ko","장가구 ","https://korean.visitseoul.net/attractions/Janggagu/KOPsknabd?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPsknabd"," 서울 은평구 역촌동 34-49 ","03406 서울 은평구 연서로4길 19 (역촌동) ","02-355-3678","","","11:00~22:00 ","매일 ","","지하철 6호선 응암역 3번 출구, 574m","오래가게,중국집,은평구,탕수육,짜장면,역촌동",""
"46869","ko","진고개 동대문점","https://korean.visitseoul.net/attractions/JingogaeDongdaemun/KOPfbg5iy?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPfbg5iy"," 서울 종로구 창신동 550-1 ","03106 서울 종로구 종로 301-1 (창신동) ","02-763-3565","","","월요일~금요일 11:00~21:30 토요일~일요일 11:00~21:00","매일","","지하철 1/4호선 동대문역 1번 출구,  57m","갈비,한식당,종로,오래가게",""
"24663","ko","코엑스","https://korean.visitseoul.net/attractions/Coex-convention-center-kr/KOP024663?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024663","135-731 서울 강남구 삼성동 159 ","06164 서울 강남구 영동대로 513 (삼성동, 코엑스) ","02-6000-0114","","www.coex.co.kr","매일 10:00 - 18:00 (행사 종료시간 상이)","","","지하철 2호선 삼성역 6번 출구, 273m","삼성역, 전시, 박람회, 코엑스몰, 콘서트, 강남, 문화, 공연, 컨벤션홀,아쿠아리움, 별마당도서관, 쇼핑, 봉은사역, 시티투어버스, 행사,코엑스, 관광, 타이거버스, 수족관","장애인 전용 주차장,접근가능,장애인화장실,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"49407","ko","코엑스 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage32/KOP32m3he?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP32m3he"," 서울 강남구 삼성동 159 ","06164 서울 강남구 영동대로 513 (삼성동, 코엑스) ","","","","","","","","코엑스 물품보관소",""
"25929","ko","탈방 ","https://korean.visitseoul.net/attractions/탈방/KOP025929?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025929"," 서울 종로구 관훈동 71 ","03146 서울 종로구 인사동길 48 (관훈동) ","02-734-9289","","https://www.instagram.com/talbang1984/#","11:00 - 19:00","월요일~토요일","일요일 ","지하철 3호선 안국역 6번 출구,  280m","목공예품,산대탈,목공예,인사동,전통탈,하회탈,오래가게,전통공예",""
"26194","ko","태극당","https://korean.visitseoul.net/attractions/태극당/KOP026194?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026194","  ","04617 서울 중구 동호로24길 7 ","02-2279-3152","","http://www.taegeukdang.com/","08:00~21:00","매일","없음","지하철 3호선 동대입구역 2번 출구, 24m "," 장충동, 동국대,오래가게, 옛날빵, 빵, 제과점",""
"2299","ko","태릉, 강릉","https://korean.visitseoul.net/attractions/태릉-강릉/KOP002299?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002299","139-804 서울 노원구 공릉동 산 223-19 ","01794 서울 노원구 화랑로 681 (공릉동, 태강릉) ","02-948-5668","","http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_01_05_01.jsp&mn=RT_01_05","2월 ~ 5월, 9월 ~ 10월 06:00~18:00 (매표시간 09:00~17:00) 6월 ~ 8월 06:00~18:30 (매표시간 09:00~17:00) 11월 ~ 1월 06:30~17:30 (매표시간 09:00~17:00)","화요일~일요일 ","월요일","지하철 6호선 화랑대역 4번 출구,  1.6km","왕릉,강릉,태릉,태릉선수촌,화랑대역,노원구,유적지",""
"1955","ko","풍납토성","https://korean.visitseoul.net/attractions/풍납토성/KOP001953?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001953"," 서울 송파구 풍납동 80-36 ","05512 서울특별시 송파구 한가람로20길 30 (풍납동) ","02-2147-2800","","","","","","지하철 5/8호선 천호역 10번 출구,  127m","한강유적, 백제풍납토성, 송파구, 풍납토성, 역사, 백제, 유적지, 한강,천호역",""
"50421","ko","플랫폼엘 (PLATFORM-L)","https://korean.visitseoul.net/attractions/PLATFORM-L/KOPn0wsm1?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPn0wsm1"," 서울 강남구 논현동 85-11 ","06053 서울 강남구 언주로133길 11 (논현동) ","02-6929-4470","","https://platform-l.org/","11:00-20:00","","매주 월요일","지하철 7호선 학동역 10번출구, 284m","플랫폼엘 컨템포러리 아트센터,플랫폼엘미술관,강남전시,서울미술관,리틀엘(LITTLE-L)",""
"43457","ko","유홍식 수제화 명장 1호","https://korean.visitseoul.net/attractions/2023047/KOPs40x54?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPs40x54"," 서울 성동구 성수동2가 300-5 ","04794 서울 성동구 아차산로 97 2층 ","02-467-8197","","https://www.ucnehandworks.com/","월요일~금요일 09:30~18:30 토요일 09:30~18:00 일요일 10:00~16:00","매일","","지하철 2호선 성수역 1번 출구,  31m","오래가게,성수동카페거리,수제화,성수,유홍식수제화명장1호",""
"25376","ko","을지다방","https://korean.visitseoul.net/attractions/EuljI-Tea-House-kr/KOP025376?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025376"," 서울 중구 을지로3가 315-3 ","04550 서울 중구 을지로 124-1 2층 ","02-2272-1886 ","","","06:00 ~ 21:00","매일","없음","지하철 2/3호선 을지로3가역 10번 출구,  30m"," 다방,오래가게,카페, 을지로3가, 냉커피, 라면,쌍화차",""
"34860","ko","전태일기념관","https://korean.visitseoul.net/attractions/전태일기념관/KOP034860?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP034860"," 서울 종로구 관수동 152-1 ","03191 서울 종로구 청계천로 105 (관수동, 전태일기념관) ","02-318-0903","","http://taeil.org","하절기 (3월~10월) 10:00 ~ 18:00 동절기 (11월~2월) 10:00 ~ 17:30 ","화요일 - 일요일","월요일, 1월 1일, 명절 당일 휴무","지하철 2/3호선 을지로 3가역 2번 출구,  362m 지하철 1/3/5호선 종로3가역 15번출구,  373m ","전태일기념관",""
"49275","ko","종각역 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage13/KOPs2o36l?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPs2o36l","  ","03161 서울 종로구 종로 지하 55 (종로1가, 종각지하철역사) ","","","","","","","","종각역 물품보관소",""
"49367","ko","창덕궁 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage29/KOPod7j6m?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPod7j6m"," 서울 종로구 원서동 88-1 ","03057 서울 종로구 창덕궁길 94 (원서동, 원서노인정) ","","","","","","","","창덕궁 물품보관소",""
"45763","ko","청전이상범 가옥","https://korean.visitseoul.net/attractions/2024-cjisbhouse/KOPlpqd8k?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPlpqd8k"," 서울 종로구 누하동 178 ","03039 서울 종로구 필운대로 31-7 (누하동) ","","","","3-10월 09:00-18:00 11-2월 09:30-17:00","화요일-일요일","월요일","지하철 3호선 경복궁역 2번 출구,   619m ","한옥,서촌,서촌한옥마을,가옥,근현대건축",""
"15863","ko","피규어뮤지엄W","https://korean.visitseoul.net/attractions/피규어뮤지엄W/KOP015863?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP015863","135-954 서울 강남구 청담동 84-9 ","06014 서울 강남구 선릉로158길 3 (청담동, Ys Roo) ","02-512-8865","","http://www.figuremuseumw.co.kr","주중13:00~17:00 주말 11:00~18:00","화~일","-월요일 (단, 월요일이 공휴일인 경우 개관) -1월 1일 -설날, 추석 연휴 1,2일째 ","지하철 수인분당선 압구정로데오역 4번 출구,  103m"," 문화가있는날, 피규어,박물관, 이종석, 키덜트, 엑소,디오, 고소영, 이광수, 신민아, 소지섭,압구정로데오역,오마이비너스, 피규어뮤지엄W, 한류,임시완, 강남, 피규어뮤지엄",""
"28351","ko","피터팬1978","https://korean.visitseoul.net/attractions/피터팬1978/KOP028351?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028351"," 서울 서대문구 연희동 90-5 ","03698 서울 서대문구 증가로 10 ","02-336-4775","","https://smartstore.naver.com/peterpanbakery","08:00~21:00","매일","없음","지하철2호선/공항철도/경의중앙선 홍대입구역 8번출구,  7612,7734, 7739번 환승, 연희동자치회관하차,  79m"," 신촌,연세대, 연희동,베이커리,오래가게, 제과점, 빵",""
"49296","ko","인사동길 내 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage27/KOPdez8hv?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPdez8hv"," 서울 종로구 관훈동 147 ","03145 서울 종로구 인사동길 55-1 ","","","","","","","","인사동길 내 물품보관소",""
"51173","ko","충무로역","https://korean.visitseoul.net/attractions/ChungmuroStation/KOP70yggc?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP70yggc"," 서울 중구 필동2가 4-7 ","04625 서울 중구 퇴계로 198 (필동2가) ","","","","","","","지하철 3호선/4호선 충무로역","충무로,충무로역,남산골한옥마을,한국의집,충무로 영상 센터,인쇄골목",""
"2052","ko","하늘물빛 (전통 천연 염색 연구소) ","https://korean.visitseoul.net/attractions/首爾韓方振興中心/KOP002052?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002052"," 서울 종로구 숭인동 72-35 ","03113 서울 종로구 종로63라길 8 6층 옥상 ","0507-1363-9940","","","월요일~금요일 10:00~17:00 토요일 10:00~14:00","월요일~토요일","일요일","지하철 1/6호선 동묘앞역 2번 출구,   247m","오래가게,천연염색,쪽염색,염색,체험,하늘물빛,공방,전통문화체험",""
"48452","ko","한강초교앞보도육교","https://korean.visitseoul.net/attractions/hangangelementaryschooloverpass/KOPlwvkl4?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPlwvkl4"," 서울 용산구 한강로3가 "," 서울 용산구 한강로3가 ","","","","","매일","","지하철 4호선 신용산역 2번출구,  445m","서울사진스팟,야경맛집,용산가볼만한곳",""
"3452","ko","한국가구박물관","https://korean.visitseoul.net/attractions/한국가구박물관/KOP003452?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003452","136-823 서울 성북구 성북동 330-577 330-577","02822 서울 성북구 대사관로 121 (성북동, 한국가구박물관) ","02-745-0181","","http://www.kofum.com/","* 현재 박물관 재정비 중으로 관람 중단 중입니다. ","화요일 ~ 토요일","-일요일, 월요일 -1월 1일 -설날, 추석 연휴 ","지하철 4호선 한성대입구역 6번 출구, 성북02번 탑승 후 한국가구박물관입구에서 하차, 196m ","박물관,한성대입구역, 가구박물관,목재, 성북동,전통가구, 가구, 목가구, 전시,문화, 한국가구박물관",""
"41681","ko","한국금융사박물관","https://korean.visitseoul.net/attractions/한국금융사박물관-KR/KOP041681?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP041681"," 서울 중구 태평로1가 62-12 ","04519 서울 중구 세종대로 135-5 (태평로1가, 조흥금융박물관) 3, 4층 ","02-2151-7677","","https://www.beautifulshinhan.co.kr/","10:00 ~ 18:00 (17:00 입장마감)","월요일~토요일","매주 일요일","지하철 5호선 광화문역 6번 출구,  150m","한국금융사박물관,어린이체험,박물관,역사,화폐,금융",""
"2730","ko","한국은행화폐박물관","https://korean.visitseoul.net/attractions/한국은행-본관-화폐금융박물관/KOP002730?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002730","100-794 서울 중구 남대문로3가 110번지 한국은행 건물","04531 서울특별시 중구 남대문로 39, 한국은행건물 (남대문로3가) ","02-759-4881","","https://www.bok.or.kr/museum/main/main.do","10:00 - 17:00","화요일~일요일 ","월요일, 설/추석 연휴, 12월 29일 ~ 1월 2일, 근로자의 날, 선거일","지하철 4호선 회현역 7번 출구,  310m","박물관,서울박물관,서울전시회,한국은행,세계화페,명동,아이들과가볼만한곳,서울어린이체험,한국은행화폐박물관,전시,화폐박물관,서울가볼만한곳",""
"26956","ko","한영양복점","https://korean.visitseoul.net/attractions/한영양복점/KOP026956?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026956"," 서울 중구 남산동2가 31-1 ","04631 서울 중구 퇴계로20길 2 ","02-735-1988","","futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=236","09:00~19:00","매일","없음","지하철 4호선 명동역 3번 출구,  95m"," 남성정장,오래가게, 맞춤양복,양복, 명동, 서울미래유산",""
"50129","ko","한지가헌","https://korean.visitseoul.net/attractions/HanjiHouse/KOP6nkrnk?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP6nkrnk"," 서울 종로구 재동 8 ","03055 서울 종로구 북촌로 31-9 (재동, SWNA) ","02-741-6600","","www.kcdf.or.kr/hanji","10:00-19:00","화요일 - 일요일","월요일 휴관","지하철 3호선 안국역 2번출구, 355m","한지문화홍보관,한국공예디자인문화진흥원,한지,북촌한옥마을 명소,한지가헌,안국역 명소",""
